code,short_title,detailed_description,system_category,code_type,severity_level
P0B27,"Hybrid Battery ""B"" Voltage",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B28,"Hybrid Battery ""B"" Voltage Unstable",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B29,"Hybrid Battery ""B"" Voltage Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B2A,"Hybrid Battery ""B"" Voltage High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B2B,"Hybrid Battery ""C"" Voltage",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B2C,"Hybrid Battery ""C"" Voltage Unstable",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B2D,"Hybrid Battery ""C"" Voltage Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B2E,"Hybrid Battery ""C"" Voltage High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B2F,"Hybrid Battery ""D"" Voltage",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B30,"Hybrid Battery ""D"" Voltage Unstable",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B31,"Hybrid Battery ""D"" Voltage Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B32,"Hybrid Battery ""D"" Voltage High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B33,High Voltage Service Disconnect Circuit,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B34,High Voltage Service Disconnect Circuit Performance,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B35,High Voltage Service Disconnect Circuit Low,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B36,High Voltage Service Disconnect Circuit High,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B37,High Voltage Service Disconnect Open,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0B38,"Motor Electronics Coolant Pump ""B"" Control Circuit/Open",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0B39,"Motor Electronics Coolant Pump ""B"" Control Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B3A,"Motor Electronics Coolant Pump ""B"" Control Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B3B,"Hybrid Battery Voltage Sense ""A"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B3C,"Hybrid Battery Voltage Sense ""A"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B3D,"Hybrid Battery Voltage Sense ""A"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B3E,"Hybrid Battery Voltage Sense ""A"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B3F,"Hybrid Battery Voltage Sense ""A"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B40,"Hybrid Battery Voltage Sense ""B"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B41,"Hybrid Battery Voltage Sense ""B"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B42,"Hybrid Battery Voltage Sense ""B"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B43,"Hybrid Battery Voltage Sense ""B"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B44,"Hybrid Battery Voltage Sense ""B"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B45,"Hybrid Battery Voltage Sense ""C"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B46,"Hybrid Battery Voltage Sense ""C"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B47,"Hybrid Battery Voltage Sense ""C"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B48,"Hybrid Battery Voltage Sense ""C"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B49,"Hybrid Battery Voltage Sense ""C"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B4A,"Hybrid Battery Voltage Sense ""D"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B4B,"Hybrid Battery Voltage Sense ""D"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B4C,"Hybrid Battery Voltage Sense ""D"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B4D,"Hybrid Battery Voltage Sense ""D"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B4E,"Hybrid Battery Voltage Sense ""D"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B4F,"Hybrid Battery Voltage Sense ""E"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B50,"Hybrid Battery Voltage Sense ""E"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B51,"Hybrid Battery Voltage Sense ""E"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B52,"Hybrid Battery Voltage Sense ""E"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B53,"Hybrid Battery Voltage Sense ""E"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B54,"Hybrid Battery Voltage Sense ""F"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B55,"Hybrid Battery Voltage Sense ""F"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B56,"Hybrid Battery Voltage Sense ""F"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B57,"Hybrid Battery Voltage Sense ""F"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B58,"Hybrid Battery Voltage Sense ""F"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B59,"Hybrid Battery Voltage Sense ""G"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B5A,"Hybrid Battery Voltage Sense ""G"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B5B,"Hybrid Battery Voltage Sense ""G"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B5C,"Hybrid Battery Voltage Sense ""G"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B5D,"Hybrid Battery Voltage Sense ""G"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B5E,"Hybrid Battery Voltage Sense ""H"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B5F,"Hybrid Battery Voltage Sense ""H"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B60,"Hybrid Battery Voltage Sense ""H"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B61,"Hybrid Battery Voltage Sense ""H"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B62,"Hybrid Battery Voltage Sense ""H"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B63,"Hybrid Battery Voltage Sense ""I"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B64,"Hybrid Battery Voltage Sense ""I"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B65,"Hybrid Battery Voltage Sense ""I"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B66,"Hybrid Battery Voltage Sense ""I"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B67,"Hybrid Battery Voltage Sense ""I"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B68,"Hybrid Battery Voltage Sense ""J"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B69,"Hybrid Battery Voltage Sense ""J"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B6A,"Hybrid Battery Voltage Sense ""J"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B6B,"Hybrid Battery Voltage Sense ""J"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B6C,"Hybrid Battery Voltage Sense ""J"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B6D,"Hybrid Battery Voltage Sense ""K"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B6E,"Hybrid Battery Voltage Sense ""K"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B6F,"Hybrid Battery Voltage Sense ""K"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B70,"Hybrid Battery Voltage Sense ""K"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B71,"Hybrid Battery Voltage Sense ""K"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B72,"Hybrid Battery Voltage Sense ""L"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B73,"Hybrid Battery Voltage Sense ""L"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B74,"Hybrid Battery Voltage Sense ""L"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B75,"Hybrid Battery Voltage Sense ""L"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B76,"Hybrid Battery Voltage Sense ""L"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B77,"Hybrid Battery Voltage Sense ""M"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B78,"Hybrid Battery Voltage Sense ""M"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B79,"Hybrid Battery Voltage Sense ""M"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B7A,"Hybrid Battery Voltage Sense ""M"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B7B,"Hybrid Battery Voltage Sense ""M"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B7C,"Hybrid Battery Voltage Sense ""N"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B7D,"Hybrid Battery Voltage Sense ""N"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B7E,"Hybrid Battery Voltage Sense ""N"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B7F,"Hybrid Battery Voltage Sense ""N"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B80,"Hybrid Battery Voltage Sense ""N"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B81,"Hybrid Battery Voltage Sense ""O"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B82,"Hybrid Battery Voltage Sense ""O"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B83,"Hybrid Battery Voltage Sense ""O"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B84,"Hybrid Battery Voltage Sense ""O"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B85,"Hybrid Battery Voltage Sense ""O"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B86,"Hybrid Battery Voltage Sense ""P"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B87,"Hybrid Battery Voltage Sense ""P"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B88,"Hybrid Battery Voltage Sense ""P"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B89,"Hybrid Battery Voltage Sense ""P"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B8A,"Hybrid Battery Voltage Sense ""P"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B8B,"Hybrid Battery Voltage Sense ""Q"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B8C,"Hybrid Battery Voltage Sense ""Q"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B8D,"Hybrid Battery Voltage Sense ""Q"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B8E,"Hybrid Battery Voltage Sense ""Q"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B8F,"Hybrid Battery Voltage Sense ""Q"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B90,"Hybrid Battery Voltage Sense ""R"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B91,"Hybrid Battery Voltage Sense ""R"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B92,"Hybrid Battery Voltage Sense ""R"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B93,"Hybrid Battery Voltage Sense ""R"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B94,"Hybrid Battery Voltage Sense ""R"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B95,"Hybrid Battery Voltage Sense ""S"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B96,"Hybrid Battery Voltage Sense ""S"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B97,"Hybrid Battery Voltage Sense ""S"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B98,"Hybrid Battery Voltage Sense ""S"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B99,"Hybrid Battery Voltage Sense ""S"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B9A,"Hybrid Battery Voltage Sense ""T"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0B9B,"Hybrid Battery Voltage Sense ""T"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B9C,"Hybrid Battery Voltage Sense ""T"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B9D,"Hybrid Battery Voltage Sense ""T"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B9E,"Hybrid Battery Voltage Sense ""T"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0B9F,"Hybrid Battery Voltage Sense ""U"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BA0,"Hybrid Battery Voltage Sense ""U"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA1,"Hybrid Battery Voltage Sense ""U"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA2,"Hybrid Battery Voltage Sense ""U"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA3,"Hybrid Battery Voltage Sense ""U"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA4,"Hybrid Battery Voltage Sense ""V"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BA5,"Hybrid Battery Voltage Sense ""V"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA6,"Hybrid Battery Voltage Sense ""V"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA7,"Hybrid Battery Voltage Sense ""V"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA8,"Hybrid Battery Voltage Sense ""V"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BA9,"Hybrid Battery Voltage Sense ""W"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BAA,"Hybrid Battery Voltage Sense ""W"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
